funds_in_rupiah,gpa,religion,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,total_awardee,essay,SMP-SMA,SMA,Sarjana,SMP-SMA-Sarjana,SMA-Sarjana,Sarjana-Fresh Graduate,Fresh Graduate,SMP-SMA-Sarjana-Fresh Graduate,education_level
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.22727272727272727,0.0,3,0,2,0,0,0,3,4,1,0,0,0,0,0,0,1,0,0
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
0.06363636363636363,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.015151515151515152,3.0,3,1,2,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.03787878787878788,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.03333333333333333,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
0.030303030303030304,0.0,3,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,1,5
0.045454545454545456,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,7
0.045454545454545456,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0
0.05454545454545454,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.03227272727272727,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
0.12121212121212122,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,3.2,3,1,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.18787878787878787,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
0.06060606060606061,0.0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
0.030303030303030304,0.0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,7
0.03636363636363636,3.0,3,1,2,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1
0.10606060606060606,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.30303030303030304,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,2
0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.15151515151515152,3.0,3,1,2,0,0,1,3,0,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.03696969696969697,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,1,5
0.09090909090909091,2.75,3,1,2,0,1,1,3,2,1,0,0,1,0,0,0,0,0,6
0.06060606060606061,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.12121212121212122,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.019696969696969695,2.5,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,2.5,3,1,2,0,0,1,3,0,1,0,1,0,0,0,0,0,0,1
0.06060606060606061,0.0,3,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,5
0.07575757575757576,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,2
0.06060606060606061,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.09090909090909091,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,1,0,0,7
0.015151515151515152,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,1,0,3,1,1,0,0,0,0,1,0,0,0,2
0.03696969696969697,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.045454545454545456,0.0,3,0,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,1
0.3181818181818182,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.4103030303030303,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.7575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
0.06060606060606061,0.0,3,0,2,0,0,0,3,3,1,0,0,0,0,0,0,0,1,5
0.024242424242424242,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,3.0,3,1,2,0,1,0,3,0,1,0,0,0,0,0,0,0,1,5
0.07575757575757576,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.12121212121212122,3.5,3,1,1,0,1,0,3,1,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3
0.030303030303030304,2.5,3,1,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,3.3,3,1,2,0,1,0,3,1,1,0,0,1,0,0,0,0,0,6
0.30303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
0.022727272727272728,0.0,3,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.06060606060606061,3.0,3,1,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.09090909090909091,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.15151515151515152,0.0,3,0,2,0,0,0,3,4,1,0,0,0,1,0,0,0,0,4
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,2,0,0,1,3,0,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,3.0,3,1,2,0,0,1,3,0,1,0,0,1,0,0,0,0,0,6
0.6060606060606061,3.0,3,1,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.022727272727272728,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.03484848484848485,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.06060606060606061,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.30303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.07575757575757576,0.0,3,0,2,0,0,1,3,4,1,0,0,0,0,0,1,0,0,7
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.06060606060606061,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.30303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.06060606060606061,0.0,3,0,2,0,0,1,3,0,1,0,0,0,0,1,0,0,0,2
0.09090909090909091,3.0,3,1,2,0,0,0,3,2,1,1,0,0,0,0,0,0,0,3
